0	3.00	3.00
1	83.00	83.00
2	650.00	650.00
3	2954.00	2954.00
4	9829.00	9829.00
5	26677.00	26677.00
6	62692.00	62692.00
7	132324.00	132324.00
8	256983.00	256983.00
9	466983.00	466983.00
10	803726.00	803726.00
